,age,fnlwgt,education.num,marital.status,race,sex,capital.gain,capital.loss,hours.per.week,income
49,67,174995,10,1,0.0,0,0,2457,40,-1
50,40,335549,15,0,0.0,0,0,2444,45,1
51,50,237729,9,0,0.0,1,0,2444,72,1
52,51,68898,11,0,0.0,0,0,2444,39,1
53,42,107276,10,0,0.0,1,0,2444,40,1
54,39,141584,14,0,0.0,0,0,2444,45,1
55,32,207668,13,0,0.0,0,0,2444,50,1
56,53,313243,10,0,0.0,0,0,2444,45,1
57,40,147372,10,0,0.0,0,0,2444,40,1
58,38,237608,13,0,0.0,1,0,2444,45,1
59,33,194901,11,0,0.0,0,0,2444,42,1
60,43,155106,12,0,0.0,0,0,2444,70,1
61,50,121441,7,0,0.0,0,0,2444,40,1
62,44,162028,10,1,0.0,1,0,2415,6,1
64,41,132222,15,1,0.0,0,0,2415,40,1
65,60,226355,11,1,0.0,0,0,2415,70,1
66,37,329980,14,1,0.0,0,0,2415,60,1
67,55,124137,15,1,0.0,0,0,2415,35,1
68,39,329980,13,1,0.0,0,0,2415,60,1
69,42,187702,15,1,0.0,0,0,2415,60,1
70,49,199029,13,1,0.0,0,0,2415,55,1
71,47,145290,9,1,0.0,0,0,2415,50,1
72,41,297248,15,1,0.0,0,0,2415,45,1
73,55,227856,13,1,0.0,0,0,2415,50,1
74,39,179731,14,1,0.0,1,0,2415,65,1
75,42,154374,13,1,0.0,0,0,2415,60,1
76,41,27187,11,1,0.0,0,0,2415,12,1
77,46,326857,14,1,0.0,0,0,2415,65,1
78,40,160369,14,1,0.0,0,0,2415,45,1
79,32,396745,13,1,0.0,0,0,2415,48,1
80,41,151089,10,1,0.0,0,0,2415,55,1
81,60,336188,15,1,0.0,0,0,2415,80,1
82,31,279015,14,1,0.0,0,0,2415,70,1
83,58,43221,10,1,0.0,0,0,2415,40,1
84,37,30529,13,1,0.0,0,0,2415,50,1
85,44,201742,13,1,0.0,0,0,2415,50,1
86,39,218490,15,1,0.0,0,0,2415,50,1
88,55,298449,13,1,0.0,0,0,2415,50,1
89,44,191712,14,1,0.0,0,0,2415,55,1
91,46,102308,13,1,0.0,0,0,2415,40,1
92,39,348521,10,1,0.0,0,0,2415,99,1
93,62,56248,13,1,0.0,0,0,2415,60,1
94,31,252752,9,1,0.0,1,0,2415,40,1
96,46,198759,15,1,0.0,0,0,2415,80,1
97,39,143123,11,1,0.0,0,0,2415,40,1
98,39,237713,15,1,0.0,0,0,2415,99,1
99,59,81929,16,1,0.0,0,0,2415,45,1
100,50,167793,15,1,0.0,0,0,2415,60,1
101,46,456062,16,1,0.0,0,0,2415,55,1
102,53,105478,13,1,0.0,0,0,2415,40,1
103,50,42402,15,1,0.0,0,0,2415,30,1
104,41,114580,15,1,0.0,1,0,2415,55,1
105,36,346478,13,1,0.0,0,0,2415,45,1
106,38,187870,15,1,0.0,0,0,2415,90,1
107,54,35576,10,1,0.0,0,0,2415,50,1
108,50,102346,13,1,0.0,1,0,2415,20,1
109,47,148995,13,1,0.0,0,0,2415,60,1
110,47,102308,15,1,0.0,0,0,2415,45,1
111,67,105252,13,0,0.0,0,0,2392,40,1
112,67,106175,13,1,0.0,0,0,2392,75,1
113,72,52138,16,1,0.0,0,0,2392,25,1
114,72,118902,16,1,0.0,0,0,2392,6,1
115,46,191978,14,1,0.0,0,0,2392,50,1
116,78,188044,13,1,0.0,0,0,2392,40,1
117,71,66624,13,1,0.0,0,0,2392,60,1
118,83,153183,13,1,0.0,0,0,2392,55,1
119,68,211287,14,1,0.0,0,0,2392,40,1
120,26,181655,11,1,0.0,0,0,2377,45,-1
121,68,235882,16,1,0.0,0,0,2377,60,1
122,49,158685,9,1,0.0,1,0,2377,40,1
123,36,370767,9,1,0.0,0,0,2377,60,-1
124,70,155141,13,1,0.0,0,0,2377,12,1
125,27,156516,10,1,1.0,1,0,2377,20,-1
126,35,177305,10,1,0.0,0,0,2377,40,-1
127,23,162945,9,1,0.0,0,0,2377,40,-1
128,81,177408,9,1,0.0,0,0,2377,26,1
129,66,427422,16,1,0.0,0,0,2377,25,1
130,71,152307,9,1,0.0,0,0,2377,45,1
131,68,218637,10,1,0.0,0,0,2377,55,1
132,68,202699,14,1,0.0,0,0,2377,42,1
133,65,240857,13,1,0.0,0,0,2377,40,1
134,52,222405,9,1,1.0,0,0,2377,40,-1
135,40,110862,12,1,0.0,0,0,2377,50,-1
136,68,257269,13,1,0.0,0,0,2377,35,1
137,21,377931,10,1,0.0,0,0,2377,48,-1
138,35,192923,9,1,0.0,0,0,2377,40,-1
139,70,207938,13,1,0.0,0,0,2377,50,1
140,61,36671,9,1,0.0,0,0,2352,50,-1
141,65,81413,9,1,0.0,0,0,2352,65,-1
142,46,214955,3,0,0.0,1,0,2339,45,-1
143,26,166295,13,0,0.0,0,0,2339,55,-1
144,59,147707,9,0,0.0,0,0,2339,40,-1
145,61,43554,3,0,1.0,0,0,2339,40,-1
146,60,358893,13,0,0.0,1,0,2339,40,-1
147,49,141058,10,0,0.0,0,0,2339,50,-1
149,25,77071,13,0,0.0,1,0,2339,35,-1
150,55,158702,10,0,1.0,1,0,2339,45,-1
151,59,171328,9,0,1.0,1,0,2339,40,-1
152,28,381789,10,0,0.0,0,0,2339,40,-1
153,43,152569,11,0,0.0,1,0,2339,36,-1
154,56,346635,14,0,0.0,1,0,2339,60,-1
155,41,162140,9,0,0.0,0,0,2339,40,-1
156,42,191765,9,0,1.0,1,0,2339,40,-1
157,28,251905,15,0,0.0,0,0,2339,40,-1
158,40,33310,15,0,0.0,1,0,2339,35,-1
159,69,228921,13,0,0.0,0,0,2282,40,1
160,66,36364,9,1,0.0,0,0,2267,40,-1
161,69,124930,3,1,0.0,0,0,2267,40,-1
162,55,176046,14,1,0.0,1,0,2267,40,-1
163,57,370890,9,0,0.0,0,0,2258,40,-1
164,20,157145,10,0,0.0,0,0,2258,10,-1
165,33,288825,9,0,0.0,0,0,2258,84,-1
168,38,101978,10,0,0.0,0,0,2258,55,1
169,46,192779,12,0,0.0,0,0,2258,38,1
170,29,135296,13,0,0.0,1,0,2258,45,1
171,57,199114,13,0,0.0,0,0,2258,40,-1
172,39,156897,9,0,0.0,0,0,2258,42,1
173,47,138107,13,0,0.0,0,0,2258,40,1
174,26,279833,13,0,0.0,0,0,2258,45,1
175,27,208577,9,0,0.0,0,0,2258,50,-1
176,23,102942,13,0,0.0,1,0,2258,40,1
177,34,36385,14,0,0.0,0,0,2258,50,-1
178,33,176185,8,0,0.0,0,0,2258,42,-1
179,38,162613,14,0,0.0,1,0,2258,60,-1
180,57,121362,10,0,0.0,1,0,2258,38,1
181,36,145933,9,0,0.0,0,0,2258,70,-1
182,44,29591,13,0,0.0,0,0,2258,40,1
183,49,269417,16,0,0.0,1,0,2258,50,1
184,44,178510,10,0,0.0,0,0,2258,60,-1
185,55,41108,10,0,0.0,0,0,2258,62,1
186,45,187901,9,0,0.0,0,0,2258,44,1
187,48,175070,9,0,0.0,1,0,2258,40,1
188,31,263561,13,1,0.0,0,0,2246,45,1
189,55,99131,9,1,0.0,1,0,2246,40,1
190,70,143833,10,1,0.0,0,0,2246,40,1
191,70,124449,14,1,0.0,0,0,2246,8,1
192,73,336007,13,1,0.0,0,0,2246,40,1
193,72,285408,15,1,0.0,0,0,2246,28,1
194,31,327825,9,0,0.0,1,0,2238,40,-1
195,28,129460,6,0,0.0,1,0,2238,35,-1
196,23,258298,13,0,0.0,0,0,2231,40,1
197,49,102359,5,0,0.0,0,0,2231,40,1
198,27,92431,10,0,0.0,0,0,2231,40,1
199,90,51744,9,0,1.0,0,0,2206,40,-1
200,68,166149,9,0,0.0,1,0,2206,30,-1
201,65,149811,9,0,0.0,1,0,2206,59,-1
202,65,143118,9,0,0.0,1,0,2206,10,-1
203,67,118363,13,0,0.0,1,0,2206,5,-1
204,66,362165,13,0,1.0,1,0,2206,25,-1
205,24,379066,10,0,0.0,0,0,2205,24,-1
206,44,171424,10,0,0.0,0,0,2205,35,-1
207,35,108293,10,0,0.0,1,0,2205,40,-1
208,20,107801,12,0,0.0,1,0,2205,18,-1
209,38,126675,9,0,0.0,0,0,2205,40,-1
210,39,155603,10,0,1.0,1,0,2205,40,-1
211,32,27882,10,0,0.0,1,0,2205,40,-1
212,42,242564,4,0,1.0,0,0,2205,40,-1
213,63,234083,9,0,0.0,1,0,2205,40,-1
215,64,181232,7,1,0.0,0,0,2179,40,-1
218,41,144594,4,1,0.0,0,0,2179,40,-1
219,58,266707,2,1,0.0,0,0,2179,18,-1
220,59,303176,10,1,0.0,0,0,2179,40,-1
221,34,56460,9,1,0.0,1,0,2179,12,-1
222,45,167523,9,1,0.0,0,0,2179,45,-1
223,29,119004,9,1,0.0,1,0,2179,40,-1
224,47,175925,6,1,0.0,0,0,2179,52,-1
225,40,212847,10,1,0.0,0,0,2179,40,-1
226,47,191175,3,1,0.0,0,0,2179,50,-1
227,63,83043,13,1,0.0,0,0,2179,45,-1
228,41,170214,9,1,0.0,0,0,2179,40,-1
229,34,180714,10,1,1.0,0,0,2179,40,-1
230,66,177351,13,1,0.0,0,0,2174,40,1
231,65,111483,10,1,0.0,0,0,2174,10,1
232,70,282642,9,1,0.0,0,0,2174,40,1
233,75,309955,15,1,0.0,0,0,2174,50,1
234,65,215908,9,1,0.0,0,0,2174,40,1
235,65,23494,10,1,1.0,0,0,2174,40,1
236,73,147551,10,1,0.0,0,0,2174,50,1
238,68,116903,11,1,0.0,0,0,2149,40,-1
239,74,119129,9,1,0.0,0,0,2149,20,-1
241,19,342384,7,1,0.0,0,0,2129,55,-1
242,37,68899,9,1,0.0,0,0,2129,40,-1
245,30,148524,9,1,0.0,0,0,2057,40,-1
246,51,268639,10,1,0.0,1,0,2057,60,-1
247,35,272019,7,1,0.0,0,0,2057,40,-1
248,29,239753,9,1,0.0,1,0,2057,20,-1
249,34,199864,10,1,0.0,1,0,2057,40,-1
250,41,125831,9,1,0.0,0,0,2051,60,-1
251,35,67728,10,1,0.0,0,0,2051,45,-1
252,26,115717,10,1,0.0,0,0,2051,40,-1
253,54,172281,9,1,0.0,0,0,2051,50,-1
254,52,305053,9,1,0.0,0,0,2051,40,-1
255,50,105010,9,1,0.0,0,0,2051,20,-1
256,31,291052,10,1,0.0,0,0,2051,40,-1
257,38,248919,9,1,0.0,0,0,2051,40,-1
258,30,84119,10,1,0.0,0,0,2051,40,-1
259,34,105540,13,1,0.0,0,0,2051,40,-1
260,31,161765,10,1,0.0,0,0,2051,57,-1
261,52,195635,9,1,0.0,0,0,2051,38,-1
262,54,816750,9,1,0.0,0,0,2051,40,-1
263,38,160192,9,1,0.0,0,0,2051,44,-1
264,39,136081,9,1,0.0,0,0,2051,40,-1
265,29,244473,11,1,0.0,0,0,2051,40,-1
266,45,187033,9,1,0.0,0,0,2051,40,-1
267,34,265807,9,1,0.0,0,0,2051,55,-1
268,38,154410,9,1,0.0,0,0,2051,40,-1
269,39,314007,6,1,0.0,0,0,2051,40,-1
270,61,179743,9,1,0.0,0,0,2051,20,-1
271,43,117037,7,1,0.0,0,0,2042,40,-1
272,35,40135,10,1,0.0,0,0,2042,40,-1
273,46,315423,10,1,0.0,0,0,2042,50,-1
274,38,35429,9,1,0.0,0,0,2042,40,-1
275,42,120837,9,1,0.0,0,0,2042,48,-1
276,34,90614,12,1,0.0,0,0,2042,10,-1
277,29,202878,4,1,0.0,0,0,2042,40,-1
278,32,260954,7,1,0.0,0,0,2042,30,-1
279,60,127084,9,1,0.0,0,0,2042,34,-1
280,49,107231,9,1,0.0,0,0,2002,40,-1
281,53,135102,9,1,0.0,0,0,2002,45,-1
282,56,201822,4,1,0.0,0,0,2002,40,-1
283,48,413363,7,1,0.0,0,0,2002,40,-1
285,42,170721,9,1,0.0,0,0,2002,40,-1
286,32,102858,12,1,0.0,0,0,2002,42,-1
287,28,175262,12,1,0.0,0,0,2002,40,-1
288,26,36936,11,1,0.0,0,0,2002,40,-1
289,59,169982,13,1,0.0,0,0,2002,50,-1
290,47,208407,13,1,0.0,0,0,2002,30,-1
291,26,131777,13,1,0.0,0,0,2002,40,-1
292,41,41090,9,1,0.0,0,0,2002,60,-1
293,36,183739,9,1,0.0,1,0,2002,40,-1
294,45,357540,13,1,0.0,0,0,2002,55,-1
295,30,48520,12,1,0.0,0,0,2002,40,-1
296,36,107916,9,1,0.0,0,0,2002,40,-1
297,34,198613,9,1,0.0,0,0,2002,40,-1
298,53,283743,9,1,0.0,0,0,2002,40,-1
299,51,210940,9,1,0.0,0,0,2002,45,-1
300,47,355978,16,1,0.0,0,0,2002,45,-1
301,19,241616,9,0,0.0,0,0,2001,40,-1
302,30,57651,9,0,0.0,0,0,2001,42,-1
303,20,315877,9,0,0.0,0,0,2001,40,-1
304,42,74680,14,0,0.0,0,0,2001,60,-1
305,31,454508,7,0,0.0,0,0,2001,40,-1
306,33,202046,13,0,0.0,0,0,2001,40,-1
307,25,121102,12,0,0.0,1,0,2001,30,-1
308,20,146879,9,0,0.0,0,0,2001,40,-1
309,23,213955,9,0,1.0,0,0,2001,40,-1
310,55,123382,9,0,1.0,1,0,2001,40,-1
311,41,277783,10,0,0.0,0,0,2001,50,-1
312,54,199741,9,0,0.0,0,0,2001,35,-1
313,25,378322,9,0,0.0,0,0,2001,50,-1
314,19,264390,10,0,0.0,1,0,2001,40,-1
315,24,210029,9,0,0.0,1,0,2001,37,-1
316,56,61885,13,0,1.0,0,0,2001,65,-1
317,21,102942,10,0,0.0,1,0,2001,40,-1
318,34,209297,9,0,1.0,0,0,2001,40,-1
319,19,198459,9,0,0.0,0,0,2001,40,-1
320,21,40052,10,0,0.0,0,0,2001,45,-1
321,48,93476,9,0,0.0,1,0,2001,40,-1
322,34,174789,13,0,0.0,0,0,2001,40,-1
323,31,189759,9,0,0.0,0,0,2001,40,-1
324,36,297847,9,0,1.0,1,0,2001,40,-1
325,27,124953,9,0,0.0,0,0,1980,40,-1
327,35,187119,13,0,0.0,1,0,1980,65,-1
328,31,161745,13,1,0.0,0,0,1980,60,-1
329,27,469705,9,0,1.0,0,0,1980,40,-1
330,28,304960,12,0,0.0,1,0,1980,40,-1
331,42,175935,9,0,0.0,0,0,1980,46,-1
332,44,355728,10,0,0.0,0,0,1980,45,-1
333,41,53956,13,0,0.0,0,0,1980,56,-1
334,28,184723,13,0,0.0,1,0,1980,35,-1
335,41,185616,9,0,0.0,1,0,1980,40,-1
336,35,54595,6,0,1.0,1,0,1980,40,-1
337,58,126104,14,0,0.0,1,0,1980,45,-1
338,40,139193,9,0,0.0,0,0,1980,48,-1
339,31,184306,11,0,0.0,0,0,1980,60,-1
340,30,207301,9,0,0.0,1,0,1980,40,-1
342,25,111058,10,0,0.0,0,0,1980,40,-1
343,34,198103,9,0,0.0,0,0,1980,40,-1
344,56,34626,10,0,0.0,1,0,1980,40,-1
345,45,100651,9,0,0.0,0,0,1980,40,-1
346,50,104501,9,0,0.0,0,0,1980,40,-1
347,27,132805,6,0,0.0,0,0,1980,40,-1
348,51,96062,10,1,0.0,0,0,1977,40,1
349,40,207578,12,1,0.0,0,0,1977,60,1
350,41,445382,14,1,0.0,0,0,1977,65,1
351,49,192776,14,1,0.0,0,0,1977,45,1
352,37,22463,11,1,0.0,0,0,1977,40,1
353,36,108293,13,1,0.0,1,0,1977,45,1
354,35,199352,15,1,0.0,0,0,1977,80,1
355,29,260729,9,1,0.0,1,0,1977,25,1
356,50,133963,13,1,0.0,1,0,1977,40,1
357,46,129007,13,1,0.0,0,0,1977,40,1
358,44,179557,9,1,0.0,0,0,1977,45,1
359,42,111252,14,1,0.0,0,0,1977,40,1
360,38,338320,15,1,0.0,0,0,1977,50,1
361,45,192835,13,1,0.0,0,0,1977,55,1
362,43,147328,14,1,0.0,0,0,1977,60,1
363,47,139268,15,1,0.0,0,0,1977,60,1
364,58,349910,15,1,0.0,0,0,1977,50,1
365,48,331482,15,1,0.0,0,0,1977,40,1
366,42,245307,13,1,0.0,0,0,1977,48,1
367,55,153484,14,1,0.0,0,0,1977,50,1
368,51,252903,6,1,0.0,0,0,1977,40,1
369,32,295589,14,1,1.0,0,0,1977,40,1
370,45,160472,13,1,0.0,0,0,1977,50,1
371,56,192869,14,1,0.0,0,0,1977,44,1
372,38,234901,14,1,0.0,0,0,1977,60,1
373,45,33300,11,1,0.0,0,0,1977,50,1
374,49,101825,14,1,0.0,1,0,1977,40,1
375,36,183612,9,1,0.0,0,0,1977,40,1
376,49,185041,14,1,0.0,0,0,1977,40,1
378,42,123838,15,1,0.0,0,0,1977,50,1
379,55,31905,14,1,0.0,0,0,1977,40,1
380,34,181091,13,1,0.0,0,0,1977,45,1
381,54,88278,16,1,0.0,0,0,1977,50,1
382,42,323790,13,1,0.0,0,0,1977,70,1
383,25,90730,13,1,0.0,0,0,1977,40,1
384,55,138594,9,1,0.0,0,0,1977,45,1
385,58,194068,14,1,0.0,0,0,1977,50,1
386,62,218009,9,1,0.0,0,0,1977,60,1
387,43,221172,15,1,0.0,0,0,1977,40,1
388,57,174132,14,1,1.0,1,0,1977,40,1
389,42,277256,16,1,0.0,0,0,1977,60,1
391,47,213668,15,1,0.0,0,0,1977,50,1
392,37,99146,13,1,0.0,0,0,1977,50,1
393,40,209547,13,1,0.0,0,0,1977,60,1
394,43,118308,13,1,0.0,0,0,1977,50,1
395,43,33331,15,1,0.0,0,0,1977,70,1
396,41,200574,15,1,0.0,0,0,1977,60,1
397,32,204374,15,1,0.0,0,0,1977,60,1
398,47,189680,13,1,0.0,0,0,1977,40,1
399,39,175232,10,1,0.0,0,0,1977,60,1
400,53,193720,10,1,0.0,0,0,1977,40,1
401,34,189759,13,1,0.0,0,0,1977,45,1
402,36,32776,13,1,0.0,0,0,1977,40,1
403,47,285060,14,1,0.0,0,0,1977,41,1
404,52,23780,11,1,0.0,0,0,1977,45,1
406,42,130126,13,1,0.0,0,0,1977,40,1
407,51,102615,14,1,0.0,0,0,1977,40,1
408,55,208311,14,1,0.0,0,0,1977,20,1
409,38,111499,9,1,0.0,0,0,1977,99,1
410,52,139671,10,1,0.0,0,0,1977,50,1
411,60,165630,9,1,0.0,0,0,1977,40,1
412,55,124808,11,1,0.0,0,0,1977,50,1
413,47,29819,14,1,1.0,0,0,1977,50,1
414,46,102771,14,1,0.0,0,0,1977,40,1
415,35,86648,14,1,0.0,0,0,1977,45,1
416,59,223215,13,1,0.0,0,0,1977,50,1
417,57,437727,14,1,0.0,0,0,1977,45,1
418,46,167515,10,1,0.0,0,0,1977,50,1
419,46,213140,14,1,0.0,0,0,1977,40,1
420,52,168553,9,1,0.0,0,0,1977,40,1
421,45,363677,16,1,0.0,1,0,1977,30,1
422,37,241998,13,1,0.0,0,0,1977,40,1
423,46,337050,14,1,0.0,0,0,1977,45,1
424,44,157249,13,1,1.0,0,0,1977,50,1
425,45,84298,11,1,0.0,0,0,1977,50,1
426,43,55213,9,1,0.0,0,0,1977,52,1
427,54,185846,14,1,0.0,0,0,1977,40,1
428,50,150999,14,1,0.0,0,0,1977,40,1
429,51,199688,13,1,0.0,0,0,1977,60,1
430,45,225456,13,1,0.0,0,0,1977,40,1
431,36,192939,14,1,0.0,0,0,1977,60,1
432,27,183627,13,1,0.0,0,0,1977,50,1
433,36,189404,13,1,0.0,0,0,1977,35,1
434,53,152810,14,1,0.0,0,0,1977,55,1
435,51,123011,14,1,0.0,0,0,1977,35,1
436,28,114158,13,1,0.0,1,0,1977,24,1
437,47,228660,10,1,0.0,0,0,1977,40,1
438,45,233511,13,1,0.0,0,0,1977,60,1
439,45,159816,14,1,0.0,1,0,1977,35,1
440,39,202027,15,1,0.0,0,0,1977,50,1
441,39,218490,13,1,0.0,0,0,1977,40,1
442,55,248841,14,1,0.0,0,0,1977,40,1
443,62,71751,10,1,0.0,0,0,1977,98,1
445,53,100109,14,1,0.0,0,0,1977,40,1
446,31,183043,14,1,0.0,0,0,1977,48,1
447,42,188738,9,1,0.0,0,0,1977,60,1
448,39,201410,13,1,0.0,0,0,1977,45,1
449,60,282066,13,1,0.0,0,0,1977,45,1
450,26,291968,15,1,0.0,0,0,1977,40,1
451,37,126569,14,1,0.0,0,0,1977,40,1
452,45,103406,13,1,0.0,0,0,1977,60,1
453,37,109133,12,1,0.0,0,0,1977,45,1
454,32,195602,13,1,0.0,0,0,1977,45,1
455,39,135500,9,1,0.0,0,0,1977,40,1
456,58,147653,6,1,0.0,1,0,1977,35,1
457,45,145636,14,1,0.0,0,0,1977,43,1
458,41,137126,13,1,0.0,0,0,1977,45,1
459,36,36270,9,1,0.0,0,0,1977,65,1
460,51,285747,14,1,0.0,0,0,1977,60,1
461,39,80324,10,1,0.0,0,0,1977,62,1
462,56,94156,15,1,0.0,0,0,1977,50,1
463,53,271544,9,1,1.0,0,0,1977,40,1
464,40,175943,11,1,0.0,1,0,1977,15,1
465,57,141570,14,1,1.0,0,0,1977,40,1
466,50,124963,9,1,0.0,0,0,1977,35,1
467,34,112115,15,1,0.0,0,0,1977,55,1
468,35,99357,13,1,0.0,1,0,1977,30,1
469,30,404062,9,1,0.0,0,0,1977,15,1
470,53,200190,14,1,0.0,0,0,1977,55,1
471,31,207505,16,1,0.0,0,0,1977,70,1
472,37,135436,13,1,0.0,0,0,1977,60,1
473,34,345705,13,1,0.0,0,0,1977,50,1
474,36,126675,14,1,0.0,0,0,1977,50,1
475,40,107433,13,1,0.0,0,0,1977,50,1
476,51,230858,10,1,0.0,0,0,1977,60,1
477,33,133503,9,1,0.0,0,0,1977,45,1
478,40,46990,16,1,0.0,1,0,1977,20,1
479,50,201689,4,1,0.0,0,0,1977,63,1
480,46,216414,14,1,0.0,0,0,1977,60,1
481,54,182314,16,1,0.0,0,0,1977,50,1
482,39,134367,14,1,0.0,1,0,1977,24,1
483,54,206964,10,1,0.0,0,0,1977,40,1
484,31,147284,16,1,0.0,0,0,1977,99,1
485,51,172046,14,1,0.0,0,0,1977,50,1
486,55,175942,16,1,0.0,0,0,1977,55,1
487,36,145576,14,1,0.0,0,0,1977,40,1
489,56,48102,10,1,0.0,1,0,1977,50,1
490,38,172538,13,1,0.0,0,0,1977,40,1
491,47,239865,9,1,0.0,0,0,1977,45,1
492,39,180686,14,1,0.0,0,0,1977,45,1
493,59,170104,13,1,0.0,0,0,1977,50,1
494,54,511668,16,1,0.0,0,0,1977,43,1
495,54,109418,13,1,0.0,1,0,1977,35,1
496,31,110643,13,1,0.0,0,0,1977,55,1
497,59,122390,10,1,0.0,0,0,1977,48,1
498,46,261059,14,1,0.0,0,0,1977,50,1
499,57,140426,16,1,0.0,0,0,1977,40,1
500,36,386726,14,1,0.0,1,0,1977,44,1
501,44,340885,13,1,0.0,0,0,1977,40,1
502,33,149184,15,1,0.0,0,0,1977,50,1
503,54,308087,10,1,0.0,0,0,1977,18,1
504,55,368797,14,1,0.0,0,0,1977,60,1
505,36,218689,14,1,0.0,0,0,1977,50,1
506,49,298445,15,1,0.0,1,0,1977,60,1
507,41,347653,15,1,0.0,0,0,1977,50,1
509,43,170730,13,1,0.0,0,0,1977,50,1
510,39,344855,14,1,0.0,1,0,1977,20,1
511,26,370727,13,1,0.0,1,0,1977,40,1
512,48,109814,15,1,0.0,0,0,1977,45,1
513,43,409922,13,1,0.0,0,0,1977,50,1
514,42,191196,13,1,0.0,0,0,1977,60,1
515,36,237943,13,1,0.0,0,0,1977,45,1
516,39,49020,14,0,0.0,0,0,1974,40,-1
518,23,275818,10,0,0.0,1,0,1974,40,-1
519,47,133758,9,0,0.0,1,0,1974,40,-1
520,30,43953,9,0,0.0,1,0,1974,40,-1
521,35,147258,10,0,0.0,0,0,1974,40,-1
522,26,58098,10,0,0.0,1,0,1974,40,-1
523,26,215384,13,0,0.0,0,0,1974,55,-1
524,41,33068,14,0,0.0,0,0,1974,40,-1
525,30,145692,10,0,1.0,0,0,1974,40,-1
526,28,111696,9,0,0.0,0,0,1974,40,-1
527,56,105281,9,0,0.0,1,0,1974,40,-1
528,35,200445,9,0,0.0,0,0,1974,40,-1
529,34,258666,11,0,0.0,1,0,1974,40,-1
530,29,214702,9,0,0.0,0,0,1974,35,-1
531,23,188545,12,0,0.0,1,0,1974,20,-1
532,24,210736,9,0,0.0,1,0,1974,40,-1
533,62,81116,10,0,0.0,0,0,1974,40,-1
534,77,71676,10,0,0.0,1,0,1944,1,-1
535,47,51835,15,1,0.0,1,0,1902,60,1
536,48,191277,16,1,0.0,0,0,1902,60,1
537,42,214242,15,1,0.0,0,0,1902,50,1
538,31,118710,14,1,0.0,0,0,1902,40,1
539,43,274363,13,1,0.0,0,0,1902,40,1
540,50,168212,16,1,0.0,0,0,1902,65,1
541,36,156667,13,1,0.0,0,0,1902,50,1
542,49,193960,14,1,0.0,0,0,1902,40,1
543,38,132879,9,1,0.0,0,0,1902,40,1
544,48,55863,16,1,0.0,1,0,1902,46,1
545,46,265266,13,1,0.0,0,0,1902,40,1
546,56,145574,9,1,0.0,0,0,1902,60,1
547,37,188540,9,1,0.0,0,0,1902,45,1
548,51,415287,9,1,1.0,0,0,1902,40,1
549,43,201723,14,1,0.0,0,0,1902,40,1
550,46,36228,9,1,0.0,0,0,1902,40,-1
